customer_id,first_name,last_name,age,gender,region,vip_status
87,Mark,Rocha,22,M,Mombasa,False
88,Loretta,Washington,31,M,Meru,True
89,Katherine,Gross,21,F,Eldoret,False
90,Michelle,Sexton,65,F,Kiambu,True
91,Kimberly,Valdez,31,M,Vihiga,False
92,Maria,Mullins,43,M,Nairobi,False
93,Sarah,Moore,71,F,Nairobi,False
94,Lucas,Cox,57,F,Nyeri,False
95,Dakota,Brooks,66,M,Kiambu,True
96,Edward,Jones,21,F,Nyeri,False
97,Carl,Rodriguez,47,M,Mombasa,False
98,Sean,Armstrong,39,F,Mombasa,True
99,Benjamin,Hall,52,M,Kisii,True
100,William,Lee,65,M,Eldoret,False
101,Corey,Davis,61,M,Eldoret,True
102,Steven,Johnson,72,F,Mombasa,True
103,Alan,Hill,39,M,Isiolo,True
104,Jennifer,Parker,37,F,Kakamega,True
105,Richard,Hamilton,30,M,Nairobi,True
106,Lisa,Moses,55,F,Nyeri,False
107,Debbie,Braun,37,M,Nakuru,True
108,David,Richardson,35,F,Bungoma,True
109,Alan,Green,26,M,Kisumu,True
110,Jack,Ellis,68,F,Turkana,True
111,Stephanie,Brown,44,M,Nairobi,True
112,Kevin,Bates,31,F,Trans Nzoia,True
113,Isaiah,Armstrong,55,F,Nakuru,False
114,Mackenzie,James,76,M,Kisumu,True
115,Ricky,Carter,75,F,Nakuru,True
116,Kyle,Martin,39,F,Narok,True
117,Elizabeth,Hill,70,M,Eldoret,True
118,Aaron,Holt,25,M,Nakuru,True
119,Christian,Wright,79,F,Machakos,False
120,Elizabeth,Stone,27,M,Kakamega,False
121,Ashley,Lloyd,43,F,Kisumu,False
122,Charles,Mayo,20,M,Mombasa,True
123,Eric,Steele,34,F,Kisumu,True
124,Bobby,Howard,18,M,Trans Nzoia,False
125,Nicole,Brown,58,F,Meru,False
126,Nancy,Boyd,67,M,Machakos,False
127,Kelly,Lester,70,F,Kisumu,False
128,Amber,Stanley,56,M,Kiambu,False
129,Christian,Browning,36,F,Kisumu,False
130,William,Tate,68,M,Nairobi,False
131,Tina,Davis,73,M,Nyeri,False
132,Stefanie,Morales,77,F,Nakuru,False
133,Matthew,Lam,40,M,Mombasa,False
134,Vincent,Hogan,51,F,Vihiga,False
135,Amy,Duncan,29,M,Nairobi,False
136,Alex,Smith,36,F,Kisumu,False
137,Cesar,Johnson,42,F,Eldoret,True
138,John,Bowman,21,M,Eldoret,False
139,Ronald,Howard,38,F,Vihiga,True
140,Maria,Murray,38,F,Mombasa,False
141,Susan,Graham,42,M,Nakuru,False
142,Michael,Moore,60,M,Kisii,True
143,Laura,Henderson,20,F,Nakuru,False
144,Audrey,Zhang,41,M,Kericho,True
145,Danielle,Cardenas,79,M,Nyeri,True
146,Jaime,Watts,61,F,Nairobi,True
147,Nicholas,Yang,63,F,Nairobi,False
148,Alexis,Hudson,62,F,Kiambu,False
149,Rhonda,Mckinney,72,M,Kericho,False
150,Eric,Lara,29,F,Eldoret,False
151,Elizabeth,Hayes,38,F,Eldoret,False
152,Sharon,Romero,37,F,Kisii,False
153,Alexis,George,39,M,Kisumu,False
154,Patricia,Kemp,24,F,Machakos,False
155,Julie,Robinson,76,F,Eldoret,False
156,Joshua,Edwards,80,F,Kiambu,True
157,Robert,Thomas,68,M,Machakos,False
158,Julie,Moore,68,F,Meru,False
159,Cory,Rodriguez,62,F,Kisumu,True
160,Connor,Evans,70,F,Mombasa,False
161,Eric,Reyes,34,M,Mombasa,False
162,Evan,Owens,63,F,Kisumu,True
163,Lance,Garcia,36,M,Kisumu,False
164,Nicholas,Barber,54,F,Kisumu,False
165,Julian,Boyer,75,F,Meru,False
166,Kayla,Williamson,70,M,Nyeri,True
167,Justin,Kelley,51,F,Eldoret,False
168,John,Johnson,46,M,Eldoret,True
169,Michael,Davis,72,M,Machakos,True
170,Jessica,Wood,77,M,Nakuru,False
171,Daniel,Dawson,73,M,Mombasa,False
172,Mike,Walker,28,F,Nairobi,True
173,Ryan,Harris,55,F,Nakuru,False
174,Amy,Watson,70,F,Kisii,True
175,Todd,Anthony,53,F,Nairobi,False
176,Cynthia,Crosby,33,F,Nakuru,True
177,Paul,Mills,58,F,Nakuru,True
178,Jenna,Peck,46,F,Mombasa,True
179,April,Aguilar,24,M,Nakuru,True
180,Denise,Baker,42,F,Bungoma,True
181,Robin,Weaver,55,M,Eldoret,True
182,Clinton,Jones,40,F,Eldoret,True
183,Jenna,Wilson,22,M,Nakuru,True
184,Shannon,Jacobs,36,M,Trans Nzoia,True
185,Devin,Hamilton,48,M,Kisumu,False
186,Brandi,Zimmerman,49,M,Nakuru,True
187,Gregory,Reed,18,M,Nairobi,False
188,John,English,21,M,Mombasa,True
189,Matthew,Flores,75,M,Nakuru,True
190,Angela,Morrison,38,F,Eldoret,True
191,Patricia,Adams,66,F,Mombasa,False
192,Caitlin,Newton,71,F,Machakos,True
193,Christina,Clark,36,F,Eldoret,False
194,Susan,Owen,52,M,Turkana,True
195,Wendy,Lee,45,M,Machakos,False
196,Joseph,Griffith,56,F,Kisumu,True
197,Erik,Lynch,56,F,Nakuru,False
198,Lorraine,Blackwell,38,M,Kisii,False
199,Ashley,Henry,62,M,Nakuru,True
200,Crystal,Blanchard,54,M,Nairobi,True
201,Christopher,Walker,21,F,Eldoret,True
202,Michael,Barker,76,F,Kisii,True
203,Brian,Singh,32,M,Mombasa,True
204,Andrea,Ross,56,M,Nakuru,True
205,Angela,Li,37,M,Mombasa,False
206,Michael,Griffin,59,M,Vihiga,False
207,Melissa,Smith,43,M,Nairobi,True
208,Amber,Yates,50,F,Nairobi,False
209,Michelle,Davidson,55,F,Mombasa,True
210,William,Mcfarland,24,F,Bungoma,True
211,Vincent,Gomez,71,F,Eldoret,False
212,Shane,Miller,71,F,Nairobi,True
213,Angel,Brown,28,F,Kisii,True
214,Mark,Davis,40,M,Nairobi,True
215,Kathryn,Browning,20,F,Mombasa,True
216,Steven,Sims,48,M,Kisumu,True
217,Anthony,Lawson,27,F,Eldoret,False
218,Stuart,Rodriguez,67,F,Kisumu,True
219,Charles,Bridges,67,M,Nairobi,False
220,Brian,Avila,50,F,Mombasa,True
221,Alan,Eaton,50,M,Kericho,True
222,John,Mason,37,M,Mombasa,False
223,Emily,Webb,25,M,Nairobi,False
224,Jeremy,Chase,44,M,Vihiga,False
225,Mandy,Mann,50,M,Mombasa,False
226,Robert,Cruz,70,F,Kisumu,False
227,Richard,Padilla,55,M,Kisii,True
228,Teresa,Harris,34,F,Eldoret,True
229,Jane,Estes,69,F,Nakuru,False
230,Robert,Kelly,44,F,Kisumu,True
231,Michael,Cole,78,M,Nakuru,True
232,Abigail,Christian,34,M,Nairobi,False
233,Nicole,Alvarez,59,M,Eldoret,True
234,Alison,Lara,69,F,Uasin Gishu,True
235,Tanner,Mcneil,54,F,Kisumu,True
236,Lori,Sutton,39,F,Nakuru,True
237,Julie,Murphy,70,M,Mombasa,False
238,Steven,Brown,24,F,Eldoret,False
239,Stephen,Munoz,67,F,Nairobi,True
240,Melissa,Smith,39,M,Kisumu,False
241,Nicole,Vaughan,18,M,Meru,False
242,Kylie,Myers,46,F,Nairobi,True
243,Brian,Michael,78,F,Mombasa,False
244,Jessica,Gonzalez,73,M,Kiambu,True
245,Sarah,Black,75,M,Murang'a,True
246,Jane,Mueller,35,F,Mombasa,False
247,Jason,Ware,72,M,Vihiga,True
248,Matthew,West,42,F,Bungoma,False
249,Nicole,Clark,38,F,Kiambu,False
250,Robert,Higgins,31,M,Eldoret,True
251,Karla,Russell,39,F,Mombasa,True
252,Andrea,Bowers,47,F,Eldoret,True
253,Daniel,Thompson,24,F,Kisumu,False
254,Michelle,Singh,79,F,Eldoret,True
255,Michael,Martin,51,M,Kisumu,True
256,Bradley,Hall,38,M,Narok,True
257,Mallory,Murray,39,F,Uasin Gishu,True
258,Amanda,Sanders,33,F,Kisumu,True
259,Ashley,Mendez,51,M,Kisumu,True
260,Terrence,Mcdonald,56,F,Mombasa,False
261,Michael,Jackson,27,F,Nairobi,True
262,Andrew,Gray,60,F,Isiolo,True
263,Lindsay,Collins,58,F,Nyeri,False
264,Barbara,Baker,40,F,Meru,True
265,Sarah,Nolan,77,F,Kisumu,True
266,Karen,Turner,30,F,Meru,False
267,Christopher,Peterson,63,M,Kisumu,True
268,Timothy,Day,47,M,Mombasa,True
269,Jeffrey,Watkins,32,M,Machakos,False
270,Daniel,Hill,64,F,Uasin Gishu,False
271,Vanessa,Morse,37,M,Eldoret,True
272,Tim,Rubio,54,F,Kisumu,False
273,Mark,Austin,26,M,Nakuru,False
274,Eric,Potter,52,M,Nairobi,True
275,Darren,Smith,75,F,Eldoret,True
276,Donna,Gray,63,M,Kisumu,True
277,Christine,Andrews,20,F,Kiambu,False
278,Christopher,Evans,69,M,Eldoret,False
279,Crystal,Schmidt,46,M,Nairobi,False
280,Danny,Kennedy,60,M,Nairobi,True
281,Michael,Sheppard,77,M,Mombasa,False
282,Kendra,Garcia,78,M,Kisumu,True
283,Jessica,Miller,67,M,Vihiga,True
284,Karen,Mcmillan,68,M,Kisumu,True
285,Jacob,Roberts,34,M,Kiambu,True
286,Tina,Alexander,54,M,Isiolo,True
287,Kelly,Fleming,24,M,Nakuru,True
288,Jennifer,Edwards,33,F,Nairobi,True
289,Sean,Love,36,M,Nakuru,True
290,Eric,Cooper,58,M,Turkana,True
291,Nicole,Young,70,F,Nakuru,True
292,Timothy,Sanchez,48,M,Machakos,True
293,Joe,Thompson,50,F,Mombasa,False
294,Becky,Carey,57,M,Eldoret,False
295,Crystal,Smith,79,M,Mombasa,False
296,Shannon,Ball,63,M,Nairobi,False
297,Kathleen,Martinez,40,F,Nakuru,True
298,Holly,Bass,44,F,Mombasa,True
299,Joseph,Terrell,23,M,Nairobi,False
300,Michael,Carroll,51,M,Nakuru,True
301,Jose,Williams,22,F,Kisumu,False
302,Vanessa,Smith,45,M,Turkana,False
303,Erica,Allen,45,F,Nairobi,False
304,Kristine,Roy,47,M,Eldoret,False
305,Wendy,Petersen,77,F,Mombasa,True
306,Jennifer,Barnes,58,M,Kisii,True
307,Linda,Bailey,59,F,Eldoret,True
308,Geoffrey,Nash,74,F,Kakamega,True
309,Richard,Wyatt,22,F,Kisumu,False
310,Jeffrey,Tyler,73,M,Vihiga,True
311,Lisa,Dillon,35,M,Mombasa,True
312,Dawn,Mann,22,M,Kisumu,True
313,Amanda,Gordon,49,F,Kisii,True
314,Laura,Smith,44,M,Kisumu,False
315,Jennifer,Mills,57,F,Narok,False
316,Denise,Wilson,47,F,Kakamega,False
317,Joshua,Evans,62,F,Nakuru,False
318,Randy,Dodson,58,M,Eldoret,False
319,Stephanie,Taylor,44,M,Mombasa,False
320,Laura,Gray,59,F,Eldoret,True
321,Debbie,Williams,68,M,Eldoret,False
322,Christopher,Holloway,28,M,Bungoma,True
323,Tammy,Noble,54,M,Vihiga,False
324,Alicia,Krause,57,F,Kisumu,False
325,Sylvia,Soto,77,M,Trans Nzoia,True
326,Mario,White,64,F,Nairobi,True
327,Heather,Parker,35,M,Nakuru,True
328,Brooke,Williams,38,M,Nairobi,True
329,Sarah,Harrell,56,F,Nairobi,False
330,Jeremy,Massey,76,F,Kericho,False
331,Ruth,Stephenson,30,M,Kisii,True
332,Natalie,Hernandez,57,M,Mombasa,True
333,James,Lowe,52,F,Kakamega,False
334,Nicole,Peters,80,M,Nakuru,True
335,Rebecca,Vasquez,21,F,Turkana,False
336,Kathy,Odonnell,19,M,Eldoret,True
337,Beverly,Carrillo,46,M,Nairobi,False
338,Eduardo,Newman,71,F,Mombasa,True
339,Alexander,Salas,28,M,Eldoret,True
340,Bianca,Romero,37,M,Uasin Gishu,False
341,Jessica,Morris,31,M,Eldoret,False
342,Cheryl,Jackson,47,F,Nairobi,True
343,Adam,Ortega,73,F,Nairobi,True
344,Thomas,Gardner,52,F,Uasin Gishu,False
345,Brandy,Collins,39,F,Eldoret,True
346,Lisa,Fischer,58,F,Murang'a,False
347,John,Johnson,62,M,Isiolo,True
348,Madison,Smith,33,F,Nakuru,False
349,Jennifer,Mathews,27,F,Narok,False
350,William,Warner,27,M,Eldoret,False
351,Pamela,Benitez,79,M,Isiolo,False
352,Kelly,Cook,56,F,Mombasa,False
353,Allison,Wilson,22,F,Nakuru,True
354,Christopher,Allen,73,M,Nairobi,True
355,Daniel,Smith,35,M,Kakamega,False
356,Riley,Travis,29,F,Kisumu,False
357,Samuel,Wilkinson,48,F,Murang'a,True
358,David,Murphy,43,M,Kisii,True
359,Dawn,Smith,31,F,Eldoret,False
360,Beth,Martin,79,F,Nairobi,False
361,Aaron,Campbell,24,F,Turkana,False
362,Nicole,Reyes,55,F,Murang'a,False
363,David,Benson,46,M,Eldoret,True
364,Regina,Newman,18,M,Trans Nzoia,True
365,James,Phillips,50,M,Kisumu,True
366,Catherine,Long,23,M,Kisumu,True
367,Justin,Fox,43,F,Machakos,True
368,Mary,Fisher,18,F,Kericho,False
369,Elizabeth,Harper,54,M,Mombasa,True
370,Susan,Cobb,69,F,Nairobi,False
371,Daniel,Cain,58,M,Nairobi,False
372,Andrea,Barron,36,M,Machakos,True
373,Tanya,Miller,41,M,Kiambu,True
374,Joseph,Mcclain,48,F,Nakuru,True
375,Linda,Novak,50,F,Kisumu,False
376,Patricia,Kennedy,78,M,Kericho,True
377,Alexandra,Robinson,42,F,Nairobi,True
378,Lauren,Mcguire,50,F,Eldoret,True
379,Chase,Owens,45,M,Nakuru,True
380,Matthew,Walker,28,F,Mombasa,False
381,John,Molina,80,M,Nyeri,False
382,Kevin,Stephenson,24,F,Turkana,True
383,Nicole,Rojas,68,M,Mombasa,False
384,Jonathan,Taylor,80,M,Nakuru,False
385,Kerry,Martin,52,M,Nairobi,True
386,Amanda,Leach,49,F,Mombasa,False
387,Ariana,Smith,36,M,Nairobi,False
388,Tina,Anthony,48,F,Kisumu,False
389,David,Khan,70,M,Kisumu,False
390,Terri,Dean,77,M,Eldoret,False
391,Yvonne,Hall,37,M,Nairobi,False
392,Elizabeth,Rhodes,48,F,Nairobi,False
393,David,Berry,55,F,Mombasa,False
394,Robert,Dickerson,71,F,Kisumu,True
395,Logan,Duncan,44,F,Vihiga,True
396,Leslie,Lamb,54,F,Mombasa,True
397,Brian,Willis,37,M,Kericho,True
398,Nicholas,Wallace,41,F,Mombasa,False
399,Kevin,Thompson,54,M,Nairobi,True
400,Alejandra,Martinez,67,F,Eldoret,True
401,Eric,Taylor,24,F,Turkana,False
402,Becky,Schultz,58,M,Machakos,True
403,Steven,Williams,70,M,Kisumu,False
404,Angela,Arnold,65,M,Nairobi,False
405,Rhonda,Baker,21,F,Eldoret,False
406,Corey,Valencia,32,M,Kiambu,False
407,Lauren,Williams,72,M,Kiambu,False
408,Michael,Everett,37,F,Vihiga,True
409,Roy,Blankenship,80,F,Kisumu,True
410,Richard,Johnson,53,M,Isiolo,False
411,Patrick,Hood,66,F,Nakuru,False
412,Robert,Maynard,53,M,Narok,True
413,Grace,King,43,F,Nairobi,True
414,Megan,Sandoval,73,M,Nakuru,False
415,Colin,Kelly,18,F,Eldoret,False
416,Roberta,Cox,55,M,Nakuru,False
417,Matthew,Hill,40,M,Nakuru,False
418,Natalie,Morgan,37,F,Mombasa,False
419,Tina,Ross,62,M,Nakuru,True
420,Ronald,Johnson,54,F,Kakamega,False
421,Samantha,Gomez,44,F,Kisii,False
422,Tyler,Jones,55,F,Eldoret,False
423,Nancy,Fox,33,F,Kakamega,True
424,Rebecca,Flores,60,F,Eldoret,True
425,Christian,Bennett,55,M,Kisumu,False
426,Matthew,Clay,45,F,Meru,True
427,Anthony,Johnson,75,M,Kisumu,True
428,Jeffery,Thompson,60,F,Eldoret,False
429,Austin,Hall,25,M,Eldoret,True
430,Taylor,Franco,19,M,Murang'a,False
431,Peter,Espinoza,78,F,Kisumu,False
432,James,Garcia,27,M,Nakuru,True
433,Karen,Hart,23,M,Kakamega,True
434,Heather,Perez,68,M,Bungoma,False
435,Cynthia,Acosta,54,F,Kakamega,False
436,Nicholas,Riley,24,F,Kisii,False
437,Nancy,Ortiz,46,F,Nairobi,False
438,Daniel,Taylor,51,F,Nairobi,False
439,Edward,Perez,45,F,Narok,True
440,Brian,Gilbert,47,M,Turkana,True
441,Marie,Burke,23,F,Nyeri,False
442,Isaac,Smith,55,F,Narok,False
443,Rhonda,Clark,65,M,Isiolo,True
444,Katie,Greer,52,F,Mombasa,False
445,Eugene,Melton,60,M,Nairobi,True
446,Daniel,Vaughan,23,F,Kisumu,False
447,Kyle,Patterson,24,M,Kisumu,True
448,Michelle,Ross,68,F,Kericho,True
449,Micheal,Dougherty,57,F,Turkana,False
450,Dominique,Taylor,76,M,Mombasa,True
451,Jeffrey,Moore,54,F,Machakos,False
452,Gloria,Smith,53,M,Kisumu,False
453,Danielle,Michael,45,M,Nakuru,False
454,Christina,Fleming,57,M,Nyeri,False
455,Angela,Wood,53,F,Nyeri,False
456,Gregory,Fernandez,49,F,Narok,True
457,Robert,Patterson,56,F,Kericho,True
458,Brittany,Walsh,52,F,Nairobi,False
459,Tyler,Allen,72,M,Nakuru,True
460,Lisa,Taylor,68,M,Eldoret,True
461,Angela,Liu,75,F,Eldoret,True
462,Nathaniel,Dyer,73,F,Kisumu,True
463,Andrea,Lewis,60,F,Nakuru,False
464,Chris,Douglas,49,M,Trans Nzoia,False
465,Jeremy,Krause,66,F,Nairobi,False
466,Micheal,Brewer,34,M,Nakuru,True
467,Teresa,Johnson,40,M,Mombasa,False
468,Julie,Gibson,68,F,Eldoret,False
469,Patricia,Cox,47,F,Eldoret,False
470,Patty,Fleming,71,M,Mombasa,False
471,Marc,Jones,28,M,Mombasa,False
472,Molly,Chapman,20,M,Mombasa,True
473,Nancy,Sanchez,78,M,Eldoret,True
474,Brian,Williams,56,F,Nairobi,False
475,John,Reyes,20,M,Mombasa,True
476,Kathleen,Young,18,M,Mombasa,True
477,Dominique,Palmer,57,F,Nairobi,True
478,Melanie,Schmidt,53,M,Machakos,True
479,Pamela,Freeman,65,M,Kisumu,False
480,Carrie,Cabrera,51,F,Eldoret,False
481,James,Holland,75,F,Nairobi,False
482,Joshua,Zamora,78,M,Mombasa,False
483,Katie,Weaver,23,M,Nakuru,True
484,Elizabeth,Griffith,56,M,Narok,True
485,Melanie,Guerra,46,F,Kisumu,True
486,William,Brooks,74,F,Nairobi,True
487,Kayla,Cooper,38,F,Nakuru,False
488,Heather,Schwartz,60,F,Nakuru,False
489,Karina,Caldwell,49,M,Kisumu,False
490,Jessica,Berger,73,F,Nairobi,False
491,John,Hernandez,40,F,Eldoret,True
492,Chelsea,Watson,30,M,Kisumu,True
493,Arthur,Jackson,38,F,Mombasa,True
494,Jennifer,Taylor,32,M,Eldoret,True
495,Jane,Fowler,78,F,Kisumu,False
496,Samantha,Mason,27,F,Eldoret,False
497,Kimberly,Harrison,21,F,Nakuru,True
498,Johnny,Nielsen,22,F,Nakuru,False
499,Kylie,Strickland,34,M,Bungoma,False
500,Julie,Bryan,49,F,Mombasa,True
501,Rodney,Manning,39,M,Kisumu,True
502,David,Burgess,25,F,Nakuru,False
503,Stephanie,Jackson,79,F,Nairobi,True
504,Andrew,Velasquez,78,M,Kisumu,True
505,Nicholas,Horn,30,M,Kisumu,False
506,John,Wilson,67,F,Kisumu,False
507,Brenda,Martin,48,F,Meru,True
508,Toni,Jefferson,51,F,Eldoret,False
509,Gregory,Evans,72,F,Eldoret,False
510,Angela,Downs,61,F,Meru,True
511,Thomas,Chavez,39,F,Kisumu,False
512,Michael,Contreras,51,M,Eldoret,False
513,Anthony,Miller,79,F,Trans Nzoia,True
514,Jennifer,Bailey,46,M,Nairobi,True
515,Joseph,Martin,40,F,Mombasa,False
516,Dale,Williams,28,F,Eldoret,False
517,Timothy,Williams,53,F,Narok,True
518,Ashley,Walsh,26,M,Nakuru,False
519,Alyssa,Richards,67,M,Nairobi,True
520,Derek,Simmons,70,F,Turkana,True
521,Natalie,Clark,55,M,Kericho,False
522,Alvin,Booker,41,M,Mombasa,False
523,Michael,Roberts,25,F,Nairobi,True
524,Joseph,Mitchell,68,F,Mombasa,True
525,Richard,Cook,43,M,Nairobi,True
526,Carol,Hughes,50,M,Kisii,False
527,Richard,Wallace,52,F,Mombasa,False
528,Kelsey,Gonzales,29,M,Kisumu,True
529,Lindsay,Johnson,57,M,Nakuru,True
530,Lee,Gray,75,M,Eldoret,False
531,Traci,Harvey,21,M,Nakuru,False
532,Walter,Alvarez,20,F,Eldoret,True
533,Kimberly,Howard,32,F,Eldoret,True
534,Jacob,Buchanan,52,M,Uasin Gishu,False
535,Jerry,Perez,70,F,Mombasa,True
536,Dawn,Adams,72,M,Nakuru,True
537,Daniel,Gamble,42,M,Machakos,True
538,Paula,Page,23,F,Nakuru,False
539,Tina,Velez,29,M,Nairobi,True
540,Barbara,Wood,49,F,Nairobi,False
541,Gregory,Williams,23,M,Kisumu,True
542,Benjamin,Garrett,72,F,Narok,True
543,James,White,18,M,Nakuru,False
544,Sean,Fisher,26,M,Machakos,False
545,Brent,Wright,24,M,Eldoret,True
546,Steven,Johnson,46,F,Mombasa,True
547,Raymond,Pierce,20,F,Mombasa,True
548,Melissa,Brady,32,M,Kakamega,False
549,George,Campos,34,F,Trans Nzoia,True
550,Michelle,Moore,61,F,Meru,False
551,Anne,Weber,57,F,Mombasa,False
552,Denise,Curry,47,M,Kiambu,False
553,Maria,Miller,56,F,Nairobi,True
554,Robert,Mckinney,45,F,Eldoret,False
555,Bonnie,Espinoza,54,F,Nairobi,True
556,Marco,Potts,37,M,Eldoret,False
557,Taylor,Hernandez,79,M,Kisumu,True
558,Mark,Brown,36,M,Nyeri,False
559,William,Wells,48,F,Nyeri,False
560,Bryan,Calderon,28,F,Turkana,True
561,Donna,Walsh,26,F,Vihiga,False
562,Scott,Long,66,F,Kiambu,False
563,Jennifer,Rice,25,F,Murang'a,True
564,Andrea,Gallagher,49,F,Kakamega,True
565,Gerald,Green,49,F,Murang'a,True
566,Sarah,Wright,63,M,Kisumu,True
567,Julie,Miller,60,M,Nakuru,False
568,Kyle,Gomez,69,F,Eldoret,True
569,Chelsea,Curry,71,M,Kisii,True
570,Kristina,Serrano,43,F,Eldoret,True
571,Vickie,Blackburn,53,F,Mombasa,True
572,Anthony,Mccoy,40,F,Eldoret,False
573,Derrick,Sweeney,74,M,Kisumu,False
574,Tina,Floyd,45,F,Trans Nzoia,False
575,Connie,Foster,57,F,Meru,False
576,Karen,Turner,21,M,Kisumu,True
577,Shane,Martin,47,F,Kiambu,False
578,Victoria,Kelly,52,F,Mombasa,False
579,Tyler,Collins,78,M,Turkana,False
580,Robert,Evans,69,M,Kericho,True
581,Carol,Knox,62,F,Eldoret,False
582,Jennifer,Sanders,32,M,Mombasa,True
583,Vicki,Ortega,49,F,Mombasa,False
584,Jonathan,Baker,32,F,Nakuru,True
585,Christine,Scott,79,F,Kisumu,True
586,Steven,Shepard,67,F,Nairobi,True
587,Stanley,Lowe,24,M,Narok,True
588,Heather,Miller,75,M,Mombasa,True
589,Elijah,Wade,47,M,Eldoret,True
590,Ryan,Norman,41,F,Vihiga,False
591,Patricia,Davis,57,F,Nairobi,False
592,Mark,Lopez,71,F,Kisumu,False
593,William,Davis,47,F,Mombasa,True
594,Brooke,Harris,71,M,Murang'a,False
595,Victoria,Holden,37,F,Kisumu,True
596,Bryan,Edwards,69,F,Eldoret,False
597,Gregory,Romero,73,F,Kisumu,False
598,Gregory,Jordan,36,F,Nairobi,False
599,David,Castillo,80,M,Eldoret,False
600,Michael,Walsh,33,F,Machakos,False
601,Kyle,Johnson,33,F,Eldoret,True
602,Christopher,Mcdonald,65,F,Mombasa,False
603,Shannon,Smith,73,M,Nairobi,False
